"GeneID","geneSymbol","max_abs_dPSI","best_dPSI","min_FDR","n_events","event_types"
"ENSMUSG00000030060","Hmces",0.17,-0.17,0.000989789456504887,1,"SE"
"ENSMUSG00000030166","Rad52",0.104,-0.104,0.000990952536673053,1,"A3SS"
"ENSMUSG00000034911","Ushbp1",0.303,-0.303,0.000990952536673053,1,"A3SS"
"ENSMUSG00000041268","Dmxl2",0.179,-0.179,0.000990952536673053,1,"A3SS"
"ENSMUSG00000030691","Fchsd2",0.12,0.12,0.001016274231496,1,"SE"
"ENSMUSG00000018999","Slc35b4",0.138,-0.138,0.00102158121601864,1,"SE"
"ENSMUSG00000024330","Col11a2",0.419,0.419,0.00102158121601864,3,"SE"
"ENSMUSG00000021033","Gstz1",0.142,0.142,0.00103957699411304,1,"SE"
"ENSMUSG00000051705","Senp8",0.272,-0.272,0.00104239855709609,1,"A3SS"
"ENSMUSG00000050357","Carmil2",0.121,-0.121,0.00105203049955051,1,"SE"
"ENSMUSG00000037997","Parp11",0.298,0.298,0.00106953072186993,1,"SE"
"ENSMUSG00000102976","Zc3h11a",0.11,-0.11,0.00107132927014679,1,"SE"
"ENSMUSG00000040929","Rfx3",0.122,0.122,0.00107656566006517,1,"SE"
"ENSMUSG00000061882","Ccdc62",0.112,0.112,0.00109373295113084,1,"SE"
"ENSMUSG00000037971","Cfap68",0.282,-0.282,0.00109550243149284,1,"A3SS"
"ENSMUSG00000056268","Dennd1b",0.187,0.187,0.00111649201585084,1,"SE"
"ENSMUSG00000027356","Fermt1",0.278,0.278,0.00112436588777282,1,"SE"
"ENSMUSG00000037994","Slc9b2",0.13,0.13,0.00112495884205944,2,"SE"
"ENSMUSG00000050106","Tmc8",0.102,0.102,0.00112538108907413,1,"A3SS"
"ENSMUSG00000032217","Rnf111",0.112,-0.112,0.00113188630079665,1,"A3SS"
"ENSMUSG00000036882","Arhgap33",0.106,0.106,0.00115534978083547,1,"SE"
"ENSMUSG00000034334","Fam151b",0.369,-0.369,0.00115796740267725,1,"SE"
"ENSMUSG00000026289","Atg16l1",0.111,-0.111,0.00117305394043096,1,"RI"
"ENSMUSG00000042138","Msantd2",0.217,-0.217,0.00118993185014624,2,"SE"
"ENSMUSG00000049411","Tmem241",0.234,0.234,0.00122679757021273,1,"MXE"
"ENSMUSG00000056486","Chn1",0.173,-0.173,0.00124751535681706,3,"SE"
"ENSMUSG00000063884","Ptcd3",0.241,-0.241,0.0012739179402556,1,"SE"
"ENSMUSG00000025485","Ric8a",0.42,-0.42,0.00127786254016389,1,"SE"
"ENSMUSG00000052373","Mpp3",0.232,-0.232,0.00131625223293979,1,"A3SS"
"ENSMUSG00000046774","8030474K03Rik",0.198,-0.198,0.0013335449593757,1,"A5SS"
"ENSMUSG00000051331","Cacna1c",0.194,0.194,0.00134609347915179,4,"SE"
"ENSMUSG00000020175","Rab36",0.209,-0.209,0.0013576336450658,1,"A3SS"
"ENSMUSG00000066551","Hmgb1",0.178,-0.178,0.00138310450317866,1,"SE"
"ENSMUSG00000062729","Ppox",0.186,-0.186,0.001391916806479,2,"A5SS,RI"
"ENSMUSG00000042632","Pla2g6",0.126,-0.126,0.00140286639784641,1,"SE"
"ENSMUSG00000057176","Ccdc189",0.158,0.158,0.00142135503983831,1,"SE"
"ENSMUSG00000074305","Peak1",0.137,-0.137,0.00142757390026652,1,"SE"
"ENSMUSG00000041679","Fbxl9",0.372,-0.372,0.00142861743935979,1,"A3SS"
"ENSMUSG00000031959","Wdr59",0.118,0.118,0.00142949937623206,1,"SE"
"ENSMUSG00000008489","Elavl2",0.11,-0.11,0.00143442717563832,1,"A3SS"
"ENSMUSG00000028423","Nfx1",0.126,-0.126,0.0014392769132766,1,"RI"
"ENSMUSG00000004562","Arhgef40",0.176,-0.176,0.00145124279726143,2,"SE,A3SS"
"ENSMUSG00000029577","Ube3b",0.123,0.123,0.00145196307246551,1,"MXE"
"ENSMUSG00000031109","Enox2",0.127,-0.127,0.00146302224119869,1,"A5SS"
"ENSMUSG00000085169","Gm10785",0.242,-0.242,0.00148250010273968,1,"SE"
"ENSMUSG00000024645","Timm21",0.128,-0.128,0.00148640756890595,1,"RI"
"ENSMUSG00000026029","Casp8",0.101,0.101,0.0014980270218957,1,"SE"
"ENSMUSG00000037736","Limch1",0.131,-0.131,0.0015000099963555,1,"SE"
"ENSMUSG00000042997","Nhlrc3",0.174,-0.174,0.00150083989069159,1,"SE"
"ENSMUSG00000087174","5530601H04Rik",0.162,-0.162,0.00153005722243431,2,"SE,RI"
"ENSMUSG00000002885","Adgre5",0.212,0.212,0.00158421278587421,2,"SE,MXE"
"ENSMUSG00000025316","Banp",0.128,0.128,0.00162385566130251,1,"A3SS"
"ENSMUSG00000025487","Psmd13",0.206,-0.206,0.00167648337328198,1,"RI"
"ENSMUSG00000062646","Ganc",0.13,-0.13,0.00167682594581168,1,"SE"
"ENSMUSG00000026816","Gtf3c5",0.717,-0.717,0.00167940137324598,1,"MXE"
"ENSMUSG00000000386","Mx1",0.222,-0.222,0.00170232807648526,2,"SE"
"ENSMUSG00000048502","Duxbl1",0.284,-0.284,0.00170286026563699,1,"SE"
"ENSMUSG00000015942","Gtf2ird2",0.133,-0.133,0.00170720240343313,1,"SE"
"ENSMUSG00000087268","Gm14486",0.244,0.244,0.00172506049196521,1,"SE"
"ENSMUSG00000024220","Zfp523",0.113,-0.113,0.0017449681589796,1,"RI"
"ENSMUSG00000004285","Atp6v1f",0.307,0.307,0.00184387134755415,1,"SE"
"ENSMUSG00000113204","Gm46430",0.433,-0.433,0.00187609735255649,2,"SE"
"ENSMUSG00000097277","2900076A07Rik",0.181,-0.181,0.0019241125937828,2,"A3SS,RI"
"ENSMUSG00000020151","Ptprr",0.427,0.427,0.00195157682816876,1,"SE"
"ENSMUSG00000026933","Camsap1",0.162,-0.162,0.00195909549008881,1,"MXE"
"ENSMUSG00000022324","Matn2",0.316,-0.316,0.00196738291378422,1,"A3SS"
"ENSMUSG00000035086","Becn1",0.145,-0.145,0.00199932392153704,2,"A3SS"
"ENSMUSG00000030815","Phkg2",0.109,-0.109,0.00201488835997205,1,"RI"
"ENSMUSG00000033762","Recql4",0.13,-0.13,0.00205642632424372,1,"RI"
"ENSMUSG00000040455","Usp45",0.102,-0.102,0.00213734272654972,1,"SE"
"ENSMUSG00000078716","Tmem8b",0.15,0.15,0.00215412087797802,1,"SE"
"ENSMUSG00000024381","Bin1",0.158,0.158,0.00216435526037455,2,"SE"
"ENSMUSG00000049606","Zfp644",0.149,-0.149,0.00216620824758303,1,"RI"
"ENSMUSG00000025019","Lcor",0.29,-0.29,0.00218961741970944,2,"SE"
"ENSMUSG00000073016","Uprt",0.206,-0.206,0.00221702495990371,2,"SE"
"ENSMUSG00000005899","Smpd4",0.13,0.13,0.00226307760004798,2,"SE,RI"
"ENSMUSG00000028785","Hpca",0.133,0.133,0.00232139080257435,1,"SE"
"ENSMUSG00000041607","Mbp",0.267,-0.267,0.00234765851945318,1,"SE"
"ENSMUSG00000034973","Dop1a",0.202,-0.202,0.00242453659685851,2,"SE,A3SS"
"ENSMUSG00000030177","Ccdc77",0.167,-0.167,0.00242918155085673,1,"A3SS"
"ENSMUSG00000036452","Arhgap26",0.178,0.178,0.00242918155085673,1,"A3SS"
"ENSMUSG00000004631","Sgce",0.315,-0.315,0.00242929849777765,1,"SE"
"ENSMUSG00000085562","2610028E06Rik",0.124,-0.124,0.0024434731451566,1,"SE"
"ENSMUSG00000024454","Hdac3",0.114,-0.114,0.00246222292574281,1,"RI"
"ENSMUSG00000057541","Pus7",0.11,0.11,0.00249790685408837,1,"SE"
"ENSMUSG00000032423","Syncrip",0.109,-0.109,0.00252005345171679,1,"SE"
"ENSMUSG00000044712","Slc38a6",0.319,0.319,0.0025309142595526,1,"SE"
"ENSMUSG00000040557","Mettl27",0.186,0.186,0.00254301092529718,1,"SE"
"ENSMUSG00000018217","Pmp22",0.15,0.15,0.0025807431901868,1,"A3SS"
"ENSMUSG00000056938","Acbd4",0.163,-0.163,0.00261137723073095,1,"RI"
"ENSMUSG00000090363","Gm3512",0.353,0.353,0.00262144731600515,1,"SE"
"ENSMUSG00000042831","Alkbh6",0.124,-0.124,0.00266632507649027,1,"A3SS"
"ENSMUSG00000045438","Cox19",0.201,-0.201,0.00267618481955599,1,"SE"
"ENSMUSG00000029712","Actl6b",0.179,0.179,0.00268044571686485,1,"SE"
"ENSMUSG00000084957","Bbip1",0.143,-0.143,0.00271827712792931,1,"RI"
"ENSMUSG00000021936","Mapk8",0.102,0.102,0.00272800583642731,1,"MXE"
"ENSMUSG00000097709","2810429I04Rik",0.331,-0.331,0.00273023306069359,1,"A5SS"
"ENSMUSG00000023008","Fmnl3",0.157,-0.157,0.00281721077343178,1,"SE"
"ENSMUSG00000051517","Arhgef39",0.105,-0.105,0.00282803216103587,1,"RI"
"ENSMUSG00000027130","Slc12a6",0.131,0.131,0.00283734158946604,1,"SE"
"ENSMUSG00000059146","Ntrk3",0.143,0.143,0.00287668939338054,1,"SE"
"ENSMUSG00000017405","Nek8",0.107,0.107,0.00288032403013447,1,"RI"
"ENSMUSG00000041718","Alg13",0.129,-0.129,0.00291889364871535,1,"A3SS"
"ENSMUSG00000020451","Limk2",0.127,-0.127,0.00295924060295074,1,"SE"
"ENSMUSG00000030089","Slc41a3",0.274,-0.274,0.00296515827413826,3,"SE,MXE"
"ENSMUSG00000090086","AI480526",0.206,-0.206,0.00300320827830704,1,"A5SS"
"ENSMUSG00000032534","Cep63",0.548,0.548,0.0030228753200067,2,"SE"
"ENSMUSG00000031150","Ccdc120",0.103,0.103,0.00302984682487361,1,"SE"
"ENSMUSG00000034032","Rpap1",0.138,-0.138,0.00302989543199504,1,"SE"
"ENSMUSG00000021012","Zc3h14",0.101,-0.101,0.00304385698648381,1,"SE"
"ENSMUSG00000063919","Srrm4",0.128,0.128,0.00306135752008045,1,"SE"
"ENSMUSG00000041530","Ago1",0.114,-0.114,0.00308421433560674,1,"A3SS"
"ENSMUSG00000014418","Hps5",0.156,0.156,0.00309807723083696,1,"SE"
"ENSMUSG00000026313","Hdac4",0.211,-0.211,0.00309807723083696,1,"SE"
"ENSMUSG00000057054","Inca1",0.212,0.212,0.00310505386415312,2,"A5SS,A3SS"
"ENSMUSG00000026471","Mr1",0.118,-0.118,0.003124865222664,1,"A5SS"
"ENSMUSG00000034462","Pkd2",0.212,0.212,0.00312821758295085,1,"SE"
"ENSMUSG00000037336","Mfsd2b",0.163,-0.163,0.00316482145610635,1,"RI"
"ENSMUSG00000020785","Camkk1",0.107,-0.107,0.00316717934505145,1,"RI"
"ENSMUSG00000020262","Adarb1",0.145,-0.145,0.00318131650478157,1,"A5SS"
"ENSMUSG00000006576","Slc4a3",0.114,-0.114,0.00318433761068787,1,"RI"
"ENSMUSG00000002031","Ift46",0.103,0.103,0.00318488327296499,1,"SE"
"ENSMUSG00000031425","Plp1",0.183,-0.183,0.00318768327309012,1,"A5SS"
"ENSMUSG00000003847","Nfat5",0.165,0.165,0.00319255376954588,1,"SE"
"ENSMUSG00000004319","Clcn3",0.103,-0.103,0.00322273111668182,1,"SE"
"ENSMUSG00000074513","Arfip1",0.199,-0.199,0.00323129162114401,2,"SE"
"ENSMUSG00000021068","Nin",0.325,0.325,0.00324169310056829,2,"SE"
"ENSMUSG00000040451","Sgms1",0.14,0.14,0.00324301571806219,1,"SE"
"ENSMUSG00000030929","Eri2",0.167,-0.167,0.00324905635337845,1,"A3SS"
"ENSMUSG00000030509","Asb7",0.118,-0.118,0.00325416271559454,1,"SE"
"ENSMUSG00000037447","Arid5a",0.102,-0.102,0.00325707970009173,1,"RI"
"ENSMUSG00000041769","Ppp2r2d",0.426,-0.426,0.00326530360508196,1,"SE"
"ENSMUSG00000093979","Gm2237",0.173,0.173,0.00327938638826421,1,"SE"
"ENSMUSG00000026020","Nop58",0.126,-0.126,0.00333198088098139,1,"A3SS"
"ENSMUSG00000036091","Hyal3",0.359,-0.359,0.00333735927862648,1,"SE"
"ENSMUSG00000024050","Wiz",0.17,-0.17,0.00333909935749162,1,"SE"
"ENSMUSG00000052707","Tnrc6a",0.101,-0.101,0.003340632583046,1,"SE"
"ENSMUSG00000021461","Fancc",0.193,-0.193,0.00334844557462196,1,"SE"
"ENSMUSG00000033014","Trim33",0.121,-0.121,0.00335937572756558,1,"SE"
"ENSMUSG00000119994","A430046D13Rik",0.132,-0.132,0.0034058439307911,1,"A3SS"
"ENSMUSG00000036009","Mettl25",0.144,0.144,0.00340828093232473,1,"SE"
"ENSMUSG00000021432","Slc35b3",0.124,-0.124,0.00343920122050433,1,"SE"
"ENSMUSG00000033540","Idua",0.226,-0.226,0.00346606503343932,2,"RI"
"ENSMUSG00000059291","Rpl11",0.139,0.139,0.00346619934067699,1,"SE"
"ENSMUSG00000090336","Cfap97d2",0.164,-0.164,0.00352582083126976,1,"SE"
"ENSMUSG00000030314","Atg7",0.246,0.246,0.00355749151789364,1,"SE"
"ENSMUSG00000051984","Sec31b",0.165,0.165,0.00362022944500785,1,"SE"
"ENSMUSG00000047036","Zfp445",0.102,-0.102,0.0036663287159265,1,"A5SS"
"ENSMUSG00000037541","Shank2",0.216,0.216,0.00367211715503187,1,"SE"
"ENSMUSG00000022623","Shank3",0.129,0.129,0.00370443296087122,1,"SE"
"ENSMUSG00000021482","Prxl2c",0.127,0.127,0.00371690750469796,1,"SE"
"ENSMUSG00000039367","Sec24c",0.143,0.143,0.00375217365350685,1,"SE"
"ENSMUSG00000078773","Rad54b",0.164,-0.164,0.00376152466403976,1,"A3SS"
"ENSMUSG00000022890","Atp5j",0.108,-0.108,0.00379255662986247,1,"SE"
"ENSMUSG00000044164","Rnf182",0.115,0.115,0.00379761135967753,1,"SE"
"ENSMUSG00000033306","Lpp",0.164,0.164,0.00380042718687976,1,"SE"
"ENSMUSG00000021903","Galnt15",0.171,-0.171,0.00382594075526214,1,"SE"
"ENSMUSG00000121374","ENSMUSG00000121374",0.171,-0.171,0.0038321614029679,1,"SE"
"ENSMUSG00000035133","Arhgap5",0.171,-0.171,0.00383304362850267,2,"SE"
"ENSMUSG00000037270","Bltp1",0.105,0.105,0.00384229255135705,1,"SE"
"ENSMUSG00000059439","Bcas3",0.293,0.293,0.00387829859243398,1,"SE"
"ENSMUSG00000066442","Mthfs",0.101,0.101,0.00391174895594848,1,"SE"
"ENSMUSG00000020454","Eif4enif1",0.102,0.102,0.00398410740864226,1,"SE"
"ENSMUSG00000066392","Nrxn3",0.277,-0.277,0.00398410740864226,1,"SE"
"ENSMUSG00000054708","Ankrd24",0.251,-0.251,0.00399090106339603,2,"SE,RI"
"ENSMUSG00000027708","Dcun1d1",0.117,-0.117,0.00403504486996008,1,"SE"
"ENSMUSG00000043323","Fbrsl1",0.145,-0.145,0.00404923577228385,2,"SE"
"ENSMUSG00000027281","Slx4ip",0.22,-0.22,0.00405321759899933,1,"SE"
"ENSMUSG00000059022","Kcp",0.2,-0.2,0.00429459981290267,1,"A3SS"
"ENSMUSG00000046613","Vwa5b2",0.117,-0.117,0.00430703572166353,1,"SE"
"ENSMUSG00000066235","Pomgnt2",0.398,0.398,0.00431860832987468,2,"SE"
"ENSMUSG00000001062","Vps9d1",0.126,-0.126,0.00432973958456993,1,"RI"
"ENSMUSG00000050270","Tmem220",0.111,-0.111,0.00439939489296578,1,"MXE"
"ENSMUSG00000025085","Ablim1",0.134,-0.134,0.00447785616135476,1,"A3SS"
"ENSMUSG00000028047","Thbs3",0.115,-0.115,0.00457159489428158,1,"RI"
"ENSMUSG00000042766","Trim46",0.101,-0.101,0.00460415925178283,1,"MXE"
"ENSMUSG00000029761","Cald1",0.107,-0.107,0.00460643952545561,2,"SE"
"ENSMUSG00000048497","Mmgt2",0.124,0.124,0.00463868739477756,1,"SE"
"ENSMUSG00000022307","Oxr1",0.246,0.246,0.0046610905054062,1,"SE"
"ENSMUSG00000049439","Cyp20a1",0.133,0.133,0.00471448378632767,1,"MXE"
"ENSMUSG00000002833","Hdgfl2",0.129,-0.129,0.00472586661920384,1,"RI"
"ENSMUSG00000045252","Zfp574",0.227,-0.227,0.00473327235118602,1,"SE"
"ENSMUSG00000047248","C2cd3",0.104,0.104,0.00480398491883332,1,"SE"
"ENSMUSG00000028524","Sgip1",0.461,0.461,0.00482199685480026,3,"SE"
"ENSMUSG00000026096","Osgepl1",0.169,-0.169,0.00482744095802014,1,"SE"
"ENSMUSG00000019261","Map1s",0.154,-0.154,0.00484527900708301,1,"RI"
"ENSMUSG00000071176","Arhgef10",0.118,-0.118,0.00486650585162723,1,"SE"
"ENSMUSG00000053714","4732471J01Rik",0.369,0.369,0.00488064614046515,1,"A5SS"
"ENSMUSG00000073779","Lrp8os2",0.637,0.637,0.00489419159100366,2,"SE"
"ENSMUSG00000031969","Acad8",0.151,-0.151,0.00489907453852192,1,"MXE"
"ENSMUSG00000040441","Slc26a10",0.105,-0.105,0.00493589086652944,1,"RI"
"ENSMUSG00000026826","Nr4a2",0.16,-0.16,0.0049712271573738,1,"A3SS"
"ENSMUSG00000085316","D330050G23Rik",0.263,0.263,0.00508244723641251,1,"SE"
"ENSMUSG00000034602","Mon2",0.104,0.104,0.00513475016025838,1,"SE"
"ENSMUSG00000023153","Tmem52",0.361,0.361,0.00519728138924144,1,"RI"
"ENSMUSG00000061533","Cep128",0.2,0.2,0.00523025096303828,1,"SE"
"ENSMUSG00000067424","Zfp563",0.102,0.102,0.00523025096303828,1,"SE"
"ENSMUSG00000029152","Ociad1",0.116,-0.116,0.00523039684034936,1,"SE"
"ENSMUSG00000040472","Rabggta",0.229,-0.229,0.00524398113228743,1,"RI"
"ENSMUSG00000038538","Ubn2",0.13,-0.13,0.00535226183118554,1,"RI"
"ENSMUSG00000023044","Csad",0.112,-0.112,0.00536438412659678,1,"SE"
"ENSMUSG00000031982","Arv1",0.112,-0.112,0.00536552846756299,1,"A3SS"
"ENSMUSG00000042156","Dzip1",0.149,-0.149,0.00537855963073971,1,"SE"
"ENSMUSG00000026999","Nup35",0.356,-0.356,0.00538143232175667,1,"SE"
"ENSMUSG00000037017","Zscan21",0.12,0.12,0.00539636299205165,1,"A5SS"
"ENSMUSG00000015659","Serac1",0.163,0.163,0.0054059057236589,1,"SE"
"ENSMUSG00000087620","5330434G04Rik",0.124,0.124,0.00542655501915266,1,"SE"
"ENSMUSG00000070871","Ccnyl1",0.132,0.132,0.00547777341587247,1,"MXE"
"ENSMUSG00000021276","Cinp",0.331,-0.331,0.00548380560396285,1,"SE"
"ENSMUSG00000030304","Ergic2",0.109,-0.109,0.00549010424682853,1,"SE"
"ENSMUSG00000061878","Sphk1",0.166,0.166,0.00561547302695645,2,"A5SS,RI"
"ENSMUSG00000006720","Zfp184",0.166,0.166,0.0056367518302154,2,"A5SS,A3SS"
"ENSMUSG00000025076","Casp7",0.101,0.101,0.00566268458377596,1,"MXE"
"ENSMUSG00000026150","Mff",0.146,0.146,0.00576373073023083,1,"SE"
"ENSMUSG00000032297","Celf6",0.103,0.103,0.00581067519350435,1,"MXE"
"ENSMUSG00000039126","Prune2",0.118,0.118,0.00583089718009933,3,"SE"
"ENSMUSG00000007035","Msh5",0.169,0.169,0.00587754934047666,2,"SE,MXE"
"ENSMUSG00000029676","Pot1a",0.18,-0.18,0.00594642261840523,1,"SE"
"ENSMUSG00000020859","Spag9",0.196,0.196,0.00595332956613346,1,"SE"
"ENSMUSG00000087385","Frg2f1",0.16,-0.16,0.00598673094245661,1,"A3SS"
"ENSMUSG00000004947","Dtx2",0.188,0.188,0.00604876962946596,1,"RI"
"ENSMUSG00000047030","Spata2",0.36,-0.36,0.00626746644326413,1,"SE"
"ENSMUSG00000063142","Kcnma1",0.101,-0.101,0.00630521314346458,2,"SE"
"ENSMUSG00000040782","Cop1",0.103,-0.103,0.00640323077445409,1,"SE"
"ENSMUSG00000110206","Flt3l",0.122,-0.122,0.00641515873314009,1,"RI"
"ENSMUSG00000029924","Slc37a3",0.136,0.136,0.00666265136344891,1,"SE"
"ENSMUSG00000034757","Tmub2",0.101,0.101,0.00667402540408593,1,"SE"
"ENSMUSG00000035469","Rcbtb1",0.509,-0.509,0.0068701276387848,1,"SE"
"ENSMUSG00000020866","Cacna1g",0.107,-0.107,0.0069562250050631,1,"A3SS"
"ENSMUSG00000057229","Dmac2",0.203,-0.203,0.00698114473783677,1,"SE"
"ENSMUSG00000028545","Bend5",0.162,0.162,0.00698596716560593,1,"SE"
"ENSMUSG00000039480","Nt5dc1",0.126,0.126,0.00702042680867931,1,"A3SS"
"ENSMUSG00000034818","Celf5",0.105,-0.105,0.00704457608948841,1,"A3SS"
"ENSMUSG00000030016","Zfp638",0.133,0.133,0.00746068119617837,1,"SE"
"ENSMUSG00000000884","Gnb1l",0.125,-0.125,0.00747448627205699,1,"A3SS"
"ENSMUSG00000025920","Stau2",0.106,-0.106,0.00747971435750785,1,"SE"
"ENSMUSG00000052760","A630001G21Rik",0.126,-0.126,0.00748317045305636,1,"A3SS"
"ENSMUSG00000052727","Map1b",0.146,-0.146,0.00750360027238407,1,"SE"
"ENSMUSG00000061462","Obscn",0.356,0.356,0.00758220917511042,1,"SE"
"ENSMUSG00000097910","Hdnr",0.236,0.236,0.00767469527043458,2,"SE"
"ENSMUSG00000021500","Ddx46",0.15,-0.15,0.00778249389408872,1,"RI"
"ENSMUSG00000054517","Trim65",0.14,-0.14,0.0078899116968365,1,"RI"
"ENSMUSG00000035476","Tab3",0.181,0.181,0.00789784768877363,2,"SE,MXE"
"ENSMUSG00000021972","Hmbox1",0.127,-0.127,0.00797309893298637,1,"SE"
"ENSMUSG00000031860","Pbx4",0.176,-0.176,0.00802435137533353,1,"SE"
"ENSMUSG00000035967","Ints6l",0.125,0.125,0.0081444397570612,1,"RI"
"ENSMUSG00000022864","D16Ertd472e",0.164,-0.164,0.00817533990123707,1,"A5SS"
"ENSMUSG00000038831","Ralgps1",0.167,0.167,0.00819283384841814,4,"SE,A3SS"
"ENSMUSG00000058486","Wdr91",0.261,-0.261,0.0082031896890259,1,"SE"
"ENSMUSG00000021901","Bap1",0.12,-0.12,0.00820424603608535,1,"RI"
"ENSMUSG00000049676","Catsperg1",0.112,0.112,0.00821908621830262,1,"A3SS"
"ENSMUSG00000024357","Sil1",0.151,-0.151,0.00834411818933639,1,"SE"
"ENSMUSG00000030727","Rabep2",0.146,-0.146,0.00856730665994191,1,"RI"
"ENSMUSG00000098488","Pla2g4b",0.198,-0.198,0.00856730665994191,1,"RI"
"ENSMUSG00000090173","Fbxw10",0.187,0.187,0.0086626989299094,1,"SE"
"ENSMUSG00000068921","Dap3",0.144,-0.144,0.0086681768154988,1,"SE"
"ENSMUSG00000027298","Tyro3",0.211,-0.211,0.00867085183605997,1,"RI"
"ENSMUSG00000021782","Dlg5",0.159,0.159,0.00869172600910798,1,"SE"
"ENSMUSG00000089862","Umad1",0.173,0.173,0.00871396253698632,1,"SE"
"ENSMUSG00000042787","Exog",0.15,-0.15,0.00871617407300527,1,"SE"
"ENSMUSG00000061136","Prpf40a",0.101,0.101,0.00876737971145494,1,"A3SS"
"ENSMUSG00000068114","Ccdc134",0.103,-0.103,0.00878733550602293,1,"RI"
"ENSMUSG00000075590","Nrbp2",0.176,-0.176,0.00884626240871949,1,"RI"
"ENSMUSG00000040537","Adam22",0.13,0.13,0.00900364149579749,1,"SE"
"ENSMUSG00000025266","Gnl3l",0.27,-0.27,0.00900884913747339,1,"A3SS"
"ENSMUSG00000037716","Ccdc33",0.305,-0.305,0.0090342488983243,1,"A5SS"
"ENSMUSG00000033486","Catsper2",0.133,0.133,0.0090493144473826,2,"SE"
"ENSMUSG00000056941","Commd7",0.272,0.272,0.00924099567793603,1,"RI"
"ENSMUSG00000029208","Guf1",0.123,0.123,0.00937281362651569,1,"SE"
"ENSMUSG00000002608","Ccdc97",0.394,-0.394,0.00938056998262256,1,"SE"
"ENSMUSG00000040370","Etfrf1",0.179,-0.179,0.00942109149619756,1,"RI"
"ENSMUSG00000029780","Nt5c3",0.166,0.166,0.00952418497967253,1,"SE"
"ENSMUSG00000058966","Tlcd3b",0.153,-0.153,0.00957196931605333,1,"SE"
"ENSMUSG00000032586","Traip",0.138,-0.138,0.00974138989966312,2,"SE,MXE"
"ENSMUSG00000036672","Cenpt",0.133,-0.133,0.00976243955767524,2,"RI"
"ENSMUSG00000006289","Osgep",0.26,0.26,0.00978032903535364,1,"RI"
"ENSMUSG00000029534","St7",0.107,0.107,0.00997582977773716,1,"SE"
"ENSMUSG00000079179","Rab10os",0.191,-0.191,0.0100048404638857,1,"RI"
"ENSMUSG00000025558","Dock9",0.19,0.19,0.0101146356328822,1,"SE"
"ENSMUSG00000024985","Tcf7l2",0.123,0.123,0.0103281024486097,1,"A3SS"
"ENSMUSG00000031105","Slc25a14",0.299,0.299,0.0103892994683788,1,"SE"
"ENSMUSG00000038290","Smg6",0.119,0.119,0.0106177511211038,1,"SE"
"ENSMUSG00000028312","Smc2",0.107,0.107,0.0106229348014032,1,"SE"
"ENSMUSG00000035227","Spcs2",0.291,-0.291,0.0107292740115184,2,"SE"
"ENSMUSG00000068329","Htra2",0.203,-0.203,0.0108028360111472,1,"A5SS"
"ENSMUSG00000038876","Rnf146",0.111,0.111,0.010811363765485,1,"SE"
"ENSMUSG00000029716","Tfr2",0.13,0.13,0.0109212511159536,1,"SE"
"ENSMUSG00000027469","Tpx2",0.137,0.137,0.010970030806289,1,"A5SS"
"ENSMUSG00000040428","Plekha4",0.177,0.177,0.0111124707435613,1,"SE"
"ENSMUSG00000027575","Arfgap1",0.183,-0.183,0.0111501582822928,1,"SE"
"ENSMUSG00000098789","Jmjd7",0.115,-0.115,0.0112543434008751,1,"SE"
"ENSMUSG00000036309","Skp1",0.226,0.226,0.0113879534396255,1,"MXE"
"ENSMUSG00000024012","Mtch1",0.157,0.157,0.0114290340341222,1,"A3SS"
"ENSMUSG00000028549","Itgb3bp",0.109,-0.109,0.0114916992082353,1,"MXE"
"ENSMUSG00000051048","P4ha3",0.26,0.26,0.0115301299660962,2,"SE"
"ENSMUSG00000037822","Smim14",0.122,-0.122,0.011583997547782,1,"SE"
"ENSMUSG00000085207","Gm11767",0.119,-0.119,0.011650467450663,1,"A3SS"
"ENSMUSG00000071653","1810009A15Rik",0.229,-0.229,0.0118356210140162,1,"RI"
"ENSMUSG00000024983","Vti1a",0.293,0.293,0.0119092933064956,2,"SE"
"ENSMUSG00000020220","Vps13d",0.21,0.21,0.0119748671403484,1,"SE"
"ENSMUSG00000058690","Ccser2",0.127,0.127,0.0120854592176913,1,"A5SS"
"ENSMUSG00000037857","Nufip2",0.315,0.315,0.0120976829385297,1,"SE"
"ENSMUSG00000046295","Ankle1",0.105,-0.105,0.0122531822380788,2,"RI"
"ENSMUSG00000120166","Zfp33b",0.213,0.213,0.0122654131218897,1,"SE"
"ENSMUSG00000046311","Zfp62",0.285,0.285,0.0122772876275872,1,"SE"
"ENSMUSG00000022378","Cyrib",0.128,0.128,0.0123131385382555,1,"SE"
"ENSMUSG00000026946","Nmi",0.198,0.198,0.0123671811189928,1,"SE"
"ENSMUSG00000036120","Rfxank",0.196,-0.196,0.0125676556664415,1,"A5SS"
"ENSMUSG00000066952","Myo1h",0.359,-0.359,0.0128831925408871,1,"A5SS"
"ENSMUSG00000021747","Cfap20dc",0.108,-0.108,0.0129491592471805,1,"SE"
"ENSMUSG00000041654","Slc39a11",0.224,0.224,0.0131015827208678,1,"SE"
"ENSMUSG00000055850","Rnf181",0.178,-0.178,0.0132103808303417,1,"A3SS"
"ENSMUSG00000019845","Tube1",0.414,-0.414,0.0132305913619172,1,"A5SS"
"ENSMUSG00000097207","6030443J06Rik",0.149,-0.149,0.013237938304489,1,"A5SS"
